,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
1595,Four-Door Car,Extended,Offer1,Employed,Single,Bachelor,1,88.0,460.815578,33701.0,3241.838403,M,Suburban,22
1204,Two-Door Car,Basic,Offer2,Employed,Single,College,1,65.0,139.745936,91169.0,2544.969754,M,Rural,50
4336,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,2,80.0,384.0,39266.0,9587.33234,M,Suburban,31
2795,Two-Door Car,Basic,Offer3,Employed,Married,Master,2,71.0,203.993499,81947.0,8621.172176,F,Urban,78
5162,SUV,Basic,Offer1,Employed,Divorced,College,1,113.0,542.4,56718.0,4371.190437,M,Suburban,95
3849,SUV,Extended,Offer1,Employed,Single,Bachelor,4,139.0,667.2,34837.0,10720.41744,F,Suburban,2
13,Two-Door Car,Basic,Offer2,Employed,Divorced,Master,3,70.0,239.328571,62739.0,5581.761298,F,Urban,80
1928,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,72.0,110.484661,84768.0,2875.43239,M,Rural,31
5653,SUV,Extended,Offer3,Disabled,Married,High School or Below,1,124.0,595.2,14254.0,4775.475851,F,Suburban,16
1153,SUV,Basic,Offer2,Employed,Single,Master,1,115.0,242.099049,79453.0,4571.610619,M,Rural,47
2884,Two-Door Car,Basic,Offer4,Employed,Married,College,1,71.0,167.405624,67952.0,2843.557702,M,Rural,0
678,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,2,74.0,415.550209,38595.0,8203.221246,M,Suburban,42
3177,Two-Door Car,Extended,Offer1,Employed,Married,Bachelor,5,84.0,403.2,34886.0,6652.474492,M,Suburban,40
5246,SUV,Basic,Offer2,Employed,Divorced,High School or Below,6,104.0,433.608534,77512.0,8370.401649,M,Urban,5
1039,Four-Door Car,Basic,Offer4,Employed,Married,Master,3,62.0,31.553152,79814.0,5017.851448,F,Rural,50
662,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,8,64.0,307.2,28056.0,5045.866663,M,Suburban,41
944,Sports Car,Extended,Offer1,Employed,Married,College,3,133.0,628.207511,42513.0,10581.275,F,Urban,44
4543,Four-Door Car,Extended,Offer4,Employed,Married,Master,1,80.0,103.750234,24191.0,3215.196994,F,Rural,32
278,SUV,Basic,Offer1,Employed,Married,College,1,117.0,561.6,53219.0,4673.196379,F,Suburban,36
306,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,65.0,312.0,35795.0,2581.022016,M,Suburban,53
2251,Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,1,65.0,35.597288,98338.0,2617.182661,F,Rural,33
2287,Four-Door Car,Basic,Offer1,Disabled,Divorced,Bachelor,2,65.0,10.393016,22044.0,7405.420506,F,Rural,70
3993,Four-Door Car,Basic,Offer1,Employed,Single,College,6,72.0,154.049617,30514.0,5384.015304,F,Rural,87
699,Four-Door Car,Basic,Offer3,Employed,Single,Master,2,73.0,347.336864,98044.0,8923.154803,F,Urban,53
924,Luxury SUV,Premium,Offer3,Employed,Married,High School or Below,7,287.0,1377.6,40450.0,22207.82615,F,Suburban,20
5350,Two-Door Car,Basic,Offer1,Employed,Single,College,1,62.0,297.6,58289.0,2255.312942,M,Suburban,92
3098,Four-Door Car,Basic,Offer1,Employed,Divorced,College,9,63.0,69.230355,49367.0,5016.144667,F,Rural,40
3197,Four-Door Car,Extended,Offer1,Employed,Married,College,1,79.0,379.2,59644.0,3136.698216,M,Suburban,94
1015,Two-Door Car,Premium,Offer2,Employed,Married,Bachelor,8,111.0,279.378884,26287.0,8697.787865,M,Rural,11
596,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,68.0,453.909559,28422.0,7891.584409,M,Suburban,63
2732,Four-Door Car,Basic,Offer1,Employed,Divorced,College,8,73.0,13.949992,72354.0,5783.175676,M,Rural,10
5614,Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,1,113.0,542.4,70340.0,4528.50489,M,Suburban,56
2025,SUV,Premium,Offer1,Employed,Divorced,College,1,143.0,686.4,48156.0,5666.69628,F,Suburban,20
3348,Two-Door Car,Extended,Offer4,Medical Leave,Married,College,2,86.0,412.8,28519.0,13113.13865,F,Suburban,30
4203,Two-Door Car,Basic,Offer2,Disabled,Married,Bachelor,1,67.0,321.6,25163.0,2534.990075,F,Suburban,18
888,Sports Car,Basic,Offer1,Employed,Married,Master,4,117.0,571.136574,43811.0,9429.629367,F,Suburban,10
3389,SUV,Extended,Offer1,Employed,Married,College,9,134.0,611.918994,45732.0,10677.25385,F,Urban,56
3368,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,63.0,173.899238,87802.0,2448.811216,F,Urban,43
2624,Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,3,103.0,494.4,71034.0,8283.066678,M,Suburban,15
1168,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,6,70.0,266.144648,45404.0,5460.315095,M,Urban,11
2917,SUV,Extended,Offer3,Employed,Divorced,High School or Below,1,132.0,633.6,84240.0,5330.593183,M,Suburban,51
3947,Sports Car,Basic,Offer2,Employed,Married,College,1,100.0,121.928014,56586.0,4013.945512,M,Rural,86
5308,SUV,Basic,Offer1,Retired,Divorced,High School or Below,7,104.0,499.2,20538.0,7595.335237,M,Suburban,64
545,Four-Door Car,Extended,Offer2,Employed,Married,Master,2,79.0,222.508607,37282.0,25169.18817,M,Urban,49
4880,Four-Door Car,Basic,Offer4,Employed,Married,Doctor,1,63.0,144.551024,88059.0,2560.082499,F,Rural,98
665,SUV,Extended,Offer4,Employed,Married,College,2,125.0,600.0,27398.0,38445.85587,M,Suburban,71
2379,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,1,62.0,297.6,77993.0,2481.842224,F,Suburban,10
544,Four-Door Car,Basic,Offer1,Employed,Divorced,College,2,70.0,167.459769,84574.0,8456.722498,F,Rural,75
1908,Four-Door Car,Basic,Offer1,Employed,Divorced,College,6,69.0,217.973168,41662.0,5391.970996,F,Urban,73
4285,Two-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,1,88.0,43.542559,58484.0,3498.773857,M,Rural,65
5665,Four-Door Car,Premium,Offer1,Employed,Divorced,Bachelor,2,109.0,523.2,27778.0,12904.94336,F,Suburban,14
1602,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,63.0,302.4,45963.0,14914.53488,F,Suburban,73
1704,Luxury SUV,Basic,Offer1,Medical Leave,Single,College,1,194.0,970.688934,24030.0,7048.384055,M,Suburban,0
4854,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,63.0,40.754246,42012.0,2484.747576,M,Rural,84
1675,SUV,Basic,Offer1,Medical Leave,Single,High School or Below,2,113.0,542.4,17101.0,12298.6863,M,Suburban,88
4792,SUV,Basic,Offer1,Employed,Divorced,Bachelor,1,108.0,308.953614,27608.0,4250.775183,F,Urban,89
243,Sports Car,Basic,Offer3,Employed,Married,Bachelor,1,106.0,441.907057,44537.0,4247.683347,M,Urban,42
260,SUV,Extended,Offer4,Employed,Married,Bachelor,1,131.0,628.8,26877.0,5149.301306,F,Suburban,2
5100,SUV,Basic,Offer1,Employed,Married,High School or Below,1,112.0,537.6,90034.0,4528.737362,F,Suburban,86
3916,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,94.0,554.143798,29695.0,14700.49784,M,Suburban,66
4706,Luxury SUV,Basic,Offer3,Employed,Married,High School or Below,1,182.0,618.210272,80864.0,7322.92885,M,Urban,30
674,Four-Door Car,Basic,Offer3,Disabled,Married,High School or Below,2,62.0,297.6,14209.0,18591.54967,M,Suburban,36
974,SUV,Basic,Offer1,Employed,Married,College,1,109.0,166.937747,40864.0,4282.947971,F,Rural,70
3115,SUV,Basic,Offer1,Employed,Married,Bachelor,9,108.0,132.041491,48091.0,8617.550432,F,Rural,66
4735,Four-Door Car,Premium,Offer2,Medical Leave,Married,Bachelor,3,106.0,637.695945,24345.0,8183.592208,F,Suburban,21
2139,Two-Door Car,Extended,Offer1,Medical Leave,Married,Bachelor,2,90.0,339.344531,15752.0,10110.77818,F,Urban,37
1705,Two-Door Car,Basic,Offer1,Employed,Married,Master,3,69.0,331.2,31530.0,5460.373249,F,Suburban,47
1365,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,65.0,312.0,23867.0,2556.609217,M,Suburban,99
3928,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,2,98.0,371.108203,86801.0,11820.1098,F,Urban,20
901,Four-Door Car,Basic,Offer4,Disabled,Married,High School or Below,2,71.0,345.022359,25448.0,8458.912476,F,Suburban,59
3837,Four-Door Car,Basic,Offer1,Employed,Married,College,1,67.0,183.207703,41968.0,2680.900678,F,Urban,96
640,Luxury SUV,Extended,Offer3,Employed,Married,High School or Below,9,202.0,1454.4,36354.0,15956.02945,M,Suburban,28
4537,Four-Door Car,Premium,Offer3,Employed,Married,College,3,114.0,547.2,34614.0,8954.434101,M,Suburban,9
4996,Four-Door Car,Basic,Offer3,Employed,Married,College,4,64.0,203.568733,78460.0,5137.852105,F,Urban,93
23,Four-Door Car,Basic,Offer2,Employed,Single,College,4,71.0,234.683628,31614.0,5420.361822,M,Urban,69
1995,Four-Door Car,Premium,Offer1,Employed,Single,College,2,104.0,499.2,92850.0,20395.96875,F,Suburban,28
2096,Four-Door Car,Extended,Offer1,Employed,Single,High School or Below,1,90.0,351.286604,41711.0,3498.634784,F,Urban,89
321,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,66.0,86.461582,76358.0,23594.6802,M,Rural,3
3953,Four-Door Car,Basic,Offer1,Employed,Married,College,6,73.0,418.689402,98078.0,5964.345179,F,Suburban,79
669,SUV,Extended,Offer1,Employed,Single,College,3,123.0,480.533246,86830.0,9696.548818,F,Urban,5
121,Four-Door Car,Extended,Offer1,Retired,Single,College,3,86.0,412.8,13528.0,6005.847375,M,Suburban,35
3407,SUV,Basic,Offer3,Employed,Married,College,5,108.0,379.951464,65933.0,8675.993821,F,Urban,16
4145,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,6,71.0,204.475147,68987.0,5744.229745,F,Urban,40
2063,SUV,Extended,Offer1,Employed,Married,Bachelor,2,134.0,735.491986,85322.0,16265.58682,F,Suburban,55
606,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,76.0,422.024661,29587.0,6035.086336,F,Suburban,4
5265,Four-Door Car,Basic,Offer2,Employed,Married,College,1,72.0,234.774747,92381.0,2926.886293,F,Urban,27
78,SUV,Basic,Offer1,Employed,Married,High School or Below,3,114.0,547.2,56446.0,9118.148093,F,Suburban,8
4229,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,6,72.0,345.6,35012.0,5599.382893,F,Suburban,50
5151,Four-Door Car,Extended,Offer3,Employed,Married,College,1,94.0,77.778826,46573.0,3781.690691,M,Rural,62
4631,SUV,Extended,Offer1,Employed,Married,Doctor,2,135.0,714.831947,98912.0,16553.23422,F,Suburban,92
4666,Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,3,63.0,247.402353,87197.0,4956.247235,M,Urban,45
4530,Luxury SUV,Extended,Offer1,Employed,Divorced,Master,5,213.0,731.559007,54613.0,17029.89338,M,Urban,62
4131,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,9,70.0,504.0,23241.0,5533.229132,M,Suburban,14
3852,Two-Door Car,Extended,Offer1,Employed,Married,College,4,92.0,392.695097,36812.0,7356.010439,M,Urban,98
5192,SUV,Extended,Offer2,Employed,Married,College,2,135.0,648.0,34455.0,15925.05739,M,Suburban,69
2281,Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,2,64.0,307.2,58779.0,7405.265785,M,Suburban,82
2145,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,70.0,265.629611,66023.0,2816.758764,F,Urban,94
2730,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2,62.0,17.742954,70014.0,7366.1883,M,Rural,4
4380,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,61.0,45.463345,72878.0,7094.158873,M,Rural,58
912,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,72.0,68.179721,63110.0,8590.334983,F,Rural,84
4385,SUV,Basic,Offer4,Employed,Married,College,1,116.0,556.8,47481.0,4605.87485,M,Suburban,39
647,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1,88.0,422.4,23156.0,3387.77901,M,Suburban,6
469,Four-Door Car,Basic,Offer2,Employed,Divorced,College,1,73.0,350.4,51020.0,2907.898828,F,Suburban,88
2908,Two-Door Car,Extended,Offer4,Employed,Divorced,College,8,79.0,568.8,25899.0,6042.9119,M,Suburban,11
721,SUV,Basic,Offer1,Retired,Single,High School or Below,1,101.0,694.598288,25147.0,3600.934326,F,Suburban,54
5268,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,73.0,439.361029,73903.0,11718.41696,F,Suburban,39
1282,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,1,66.0,192.213037,33947.0,2599.2896,M,Urban,48
2243,Sports Car,Basic,Offer4,Employed,Married,Bachelor,2,115.0,633.132017,96950.0,13862.10016,F,Suburban,74
1,Four-Door Car,Basic,Offer1,Employed,Married,College,6,62.0,114.51444,44762.0,4943.386117,F,Rural,11
100,Sports Car,Premium,Offer2,Employed,Single,College,1,154.0,739.2,66839.0,5989.773931,M,Suburban,24
830,Four-Door Car,Basic,Offer1,Employed,Married,College,7,62.0,297.6,32017.0,4834.797545,F,Suburban,10
1664,Four-Door Car,Extended,Offer4,Employed,Single,Bachelor,1,99.0,475.2,88410.0,3964.81296,M,Suburban,31
1016,Four-Door Car,Basic,Offer3,Employed,Married,Doctor,1,62.0,0.887629,45855.0,2494.869528,M,Rural,26
2369,Sports Car,Premium,Offer4,Employed,Married,Master,1,171.0,565.929394,70950.0,6898.455315,F,Urban,12
3936,Four-Door Car,Basic,Offer1,Employed,Divorced,College,2,64.0,77.451706,57446.0,7653.283759,F,Rural,30
3908,Four-Door Car,Basic,Offer3,Employed,Divorced,Bachelor,9,70.0,7.069583,50405.0,5372.914477,M,Rural,21
2916,Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2,87.0,417.6,34244.0,10348.01348,M,Suburban,34
5561,Four-Door Car,Extended,Offer1,Retired,Divorced,College,8,76.0,364.8,26952.0,5140.391812,M,Suburban,0
4354,Two-Door Car,Extended,Offer2,Employed,Married,Master,7,77.0,43.14147,92895.0,6252.3631,F,Rural,2
5425,SUV,Basic,Offer4,Employed,Married,College,1,112.0,38.403843,37697.0,4413.285858,F,Rural,8
5519,Four-Door Car,Basic,Offer4,Employed,Married,College,9,72.0,141.718568,76675.0,5815.261714,M,Rural,38
1363,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,5,68.0,75.501852,54422.0,5465.603983,F,Rural,8
5615,SUV,Basic,Offer1,Employed,Single,High School or Below,7,108.0,579.710188,56788.0,8197.712164,M,Suburban,34
1042,Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,8,74.0,787.993313,51066.0,5780.182197,M,Suburban,0
1566,Sports Car,Extended,Offer2,Medical Leave,Married,Doctor,2,134.0,346.319404,14278.0,25626.70699,F,Urban,9
1092,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,83.0,582.690575,94395.0,3350.687339,F,Suburban,1
5448,Two-Door Car,Basic,Offer2,Employed,Single,Bachelor,7,72.0,345.237659,67523.0,5640.729767,M,Urban,21
388,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,68.0,325.866271,83208.0,5459.216794,M,Urban,93
3095,Two-Door Car,Basic,Offer2,Employed,Married,Master,1,69.0,473.361602,32437.0,2748.851081,M,Suburban,73
5528,Four-Door Car,Basic,Offer3,Employed,Single,College,2,69.0,249.803437,35601.0,10620.49148,F,Urban,15
5144,SUV,Extended,Offer2,Employed,Married,Bachelor,3,132.0,616.349424,76549.0,10507.50144,M,Urban,5
4843,Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,6,87.0,71.10847,24432.0,6680.146801,F,Rural,44
5616,Four-Door Car,Basic,Offer4,Employed,Married,Master,1,65.0,39.532978,61567.0,2608.786334,M,Rural,78
5003,SUV,Basic,Offer1,Employed,Married,High School or Below,4,102.0,414.713588,43877.0,8186.095915,F,Urban,77
2710,Four-Door Car,Extended,Offer1,Employed,Divorced,Master,1,87.0,78.085149,90985.0,3490.028304,M,Rural,39
768,Four-Door Car,Basic,Offer4,Employed,Divorced,Master,1,66.0,316.8,77350.0,2635.505781,M,Suburban,4
3194,Four-Door Car,Extended,Offer3,Employed,Divorced,College,3,91.0,436.8,46623.0,7164.395543,F,Suburban,53
855,Four-Door Car,Premium,Offer1,Employed,Single,Bachelor,9,102.0,216.4268,20757.0,7325.917302,M,Rural,74
2073,Two-Door Car,Basic,Offer2,Employed,Married,Master,1,71.0,204.448708,87798.0,2882.350556,M,Urban,73
2187,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,9,92.0,572.352362,27688.0,7431.664369,F,Suburban,86
2449,SUV,Basic,Offer1,Medical Leave,Married,Bachelor,1,117.0,758.333096,18263.0,4428.625763,M,Suburban,18
2343,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,73.0,299.505575,40260.0,14558.42424,M,Urban,20
518,Four-Door Car,Extended,Offer1,Employed,Married,Doctor,9,91.0,365.835977,39786.0,7255.577594,F,Urban,91
2264,Sports Car,Basic,Offer3,Employed,Married,College,3,101.0,151.835574,24666.0,7907.133288,M,Rural,51
4138,Two-Door Car,Basic,Offer1,Employed,Married,College,7,66.0,316.8,59537.0,5251.983996,M,Suburban,5
2537,Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,2,71.0,234.771653,76797.0,16953.08411,F,Urban,2
823,SUV,Basic,Offer4,Employed,Married,College,2,115.0,552.0,48534.0,13575.67599,F,Suburban,79
1222,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,4,73.0,350.4,42795.0,5813.242121,M,Suburban,38
4594,SUV,Basic,Offer1,Employed,Married,College,9,105.0,367.230882,89918.0,8456.455313,F,Urban,72
3253,Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,8,74.0,409.089884,94115.0,5963.818306,M,Suburban,41
293,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,70.0,336.0,30703.0,2814.438036,F,Suburban,58
233,Four-Door Car,Extended,Offer3,Employed,Married,College,1,79.0,47.22861,24019.0,3141.333694,F,Rural,27
4769,SUV,Basic,Offer2,Employed,Married,High School or Below,2,104.0,499.2,24414.0,16525.38067,M,Suburban,80
2200,SUV,Basic,Offer1,Employed,Married,College,1,117.0,561.6,37530.0,4646.387267,M,Suburban,58
4207,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,7,88.0,189.835063,53808.0,6978.719808,M,Rural,91
2754,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,3,90.0,527.539078,59789.0,7143.035873,M,Suburban,81
1788,Two-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,2,65.0,279.715067,42754.0,19079.09518,F,Urban,56
5339,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,92.0,441.6,75774.0,3732.305945,F,Suburban,55
37,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,69.0,331.2,44685.0,24723.18311,F,Suburban,41
5139,SUV,Basic,Offer3,Employed,Married,Doctor,2,117.0,561.6,25575.0,14191.59699,F,Suburban,41
1743,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,67.0,407.776546,62452.0,2671.817549,M,Suburban,9
3144,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,6,69.0,22.995594,67099.0,5469.542959,M,Rural,24
3575,SUV,Basic,Offer3,Employed,Married,Bachelor,1,105.0,632.244063,74057.0,4202.663699,F,Suburban,75
1574,Four-Door Car,Basic,Offer1,Retired,Single,Bachelor,1,67.0,321.6,19581.0,2342.01381,M,Suburban,94
1763,Four-Door Car,Extended,Offer3,Disabled,Single,Bachelor,1,88.0,633.6,16061.0,3239.124699,F,Suburban,23
5402,Four-Door Car,Premium,Offer1,Disabled,Single,Bachelor,9,113.0,813.6,23506.0,8564.772996,M,Suburban,27
5591,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,72.0,345.6,30915.0,16727.77186,M,Suburban,6
950,SUV,Extended,Offer2,Employed,Married,Doctor,2,132.0,111.049063,44930.0,15839.08876,M,Rural,42
2960,Two-Door Car,Basic,Offer2,Employed,Married,College,8,68.0,374.024077,63633.0,5391.775844,F,Suburban,21
10,Four-Door Car,Extended,Offer1,Employed,Married,Master,5,78.0,39.781368,37813.0,6259.510365,F,Rural,26
2174,Four-Door Car,Basic,Offer3,Medical Leave,Married,Doctor,4,63.0,215.255721,18779.0,4826.831451,M,Urban,65
461,Four-Door Car,Extended,Offer1,Retired,Single,College,2,97.0,465.6,13663.0,25464.82059,F,Suburban,66
1185,SUV,Basic,Offer1,Employed,Divorced,High School or Below,2,104.0,285.745227,90783.0,32864.4046,F,Urban,38
3681,Two-Door Car,Extended,Offer4,Employed,Single,College,2,96.0,250.697824,66146.0,11243.90285,M,Urban,38
2389,SUV,Basic,Offer2,Employed,Married,College,2,109.0,341.680131,94125.0,13160.3389,F,Urban,21
4692,SUV,Extended,Offer3,Employed,Married,College,1,135.0,972.0,21440.0,5391.078171,M,Suburban,19
2,Two-Door Car,Basic,Offer1,Retired,Married,Master,2,62.0,257.248789,21514.0,11981.98481,F,Urban,59
5483,Four-Door Car,Basic,Offer2,Medical Leave,Married,High School or Below,1,71.0,511.2,14315.0,2665.222511,M,Suburban,16
1089,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,6,87.0,417.6,47451.0,6802.06713,M,Suburban,31
1627,SUV,Basic,Offer2,Employed,Single,College,1,110.0,700.004018,90893.0,4349.104278,F,Suburban,0
310,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,4,90.0,432.0,37840.0,7057.888812,M,Suburban,9
4945,Two-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,64.0,307.2,41247.0,2521.684392,F,Suburban,6
2455,Two-Door Car,Premium,Offer1,Employed,Single,Bachelor,1,103.0,494.4,69379.0,4118.588554,F,Suburban,79
4253,Four-Door Car,Extended,Offer1,Disabled,Single,Bachelor,3,92.0,441.540848,10517.0,6575.53817,M,Urban,65
5579,Four-Door Car,Basic,Offer3,Employed,Married,Master,7,69.0,331.2,49833.0,5564.735366,M,Suburban,74
4071,Sports Car,Basic,Offer3,Disabled,Divorced,Bachelor,5,113.0,656.798232,21139.0,8467.387317,F,Suburban,93
5518,Two-Door Car,Extended,Offer4,Disabled,Married,Doctor,1,93.0,446.4,17272.0,3557.368368,M,Suburban,58
3472,Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,7,61.0,292.8,50549.0,4745.181764,M,Suburban,73
2808,Four-Door Car,Basic,Offer2,Employed,Married,Doctor,4,62.0,31.707317,46896.0,4951.656084,M,Rural,33
3917,SUV,Basic,Offer1,Employed,Single,College,6,109.0,523.2,85470.0,8661.735884,M,Suburban,31
1248,Four-Door Car,Extended,Offer2,Employed,Married,College,2,80.0,203.469143,22514.0,9470.624437,F,Urban,96
